"Category","Rating","Rating.Count","Size","DaysLastUpdate","ReleasedDays","AppNameLen","Installs"
"Entertainment",5,3.04452243772342,3.29583686600433,1344,1689,13,7.72134861261795
"Entertainment",4.2,2.99573227355399,3.13549421592915,129,396,39,9.05823759376623
"Productivity",3.9,7.21081845347222,2.83321334405622,366,2691,24,12.3879065834574
"Lifestyle",4.2,2.484906649788,1.28093384546206,655,656,27,7.66105638236183
"Entertainment",3.4,5.35658627467201,3.49650756146648,488,530,27,11.595426686482
"Educational",4.8,4.75359019110636,2.89037175789616,119,1254,45,10.5062722930157
"Entertainment",4.7,3.09104245335832,1.6094379124341,1819,1827,26,5.85507192220243
"Lifestyle",2.4,3.09104245335832,3.25809653802148,36,1489,6,8.00770001288403
"Entertainment",3.2,8.37286082052632,3.80666248977032,1,2566,12,14.5447186570882
"Game",3.9,7.36391350140582,1.75785791755237,861,2922,11,12.9917010080509
"Lifestyle",4.1,11.0998917873621,4.02535169073515,201,1330,39,16.3653623649522
"Lifestyle",4.2,5.47227067367148,3.04452243772342,642,1327,16,11.7125710897724
"Educational",4.8,2.99573227355399,3.2188758248682,700,1226,30,9.04014499498007
"Educational",4.8,4.34380542185368,2.37024374146786,455,1197,6,7.77821147451249
"Lifestyle",3.4,3.04452243772342,1.91692261218206,286,287,45,8.38845031552351
"Entertainment",4.3,3.17805383034795,2.31253542384721,636,1106,27,8.25478892614873
"Lifestyle",3.9,2.19722457733622,2.70805020110221,1405,1628,46,7.78530518253986
"Educational",4.9,2.63905732961526,2.39789527279837,357,1861,24,5.85793315448346
"Game",3.2,6.10255859461357,2.56494935746154,329,329,40,10.8966652487287
"Entertainment",3.1,3.17805383034795,2.56494935746154,278,442,26,6.92362862813843
"Entertainment",4.6,2.94443897916644,1.93152141160321,588,2371,16,8.47052078321781
"Educational",4.9,4.4188406077966,1.82454929205105,44,633,5,7.37211802833779
"Game",4,10.4052623407817,3.17805383034795,302,1424,22,16.5976347354043
"Lifestyle",5,2.70805020110221,3.98898404656427,44,998,29,6.09807428216624
"Educational",5,2.07944154167984,1.80828877117927,852,886,6,7.05185562295589
"Lifestyle",4.7,2.77258872223978,4.17438726989564,475,1334,17,6.61873898351722
"Entertainment",2.9,2.07944154167984,3.2188758248682,1371,1377,10,6.16961073249146
"Productivity",4,1.94591014905531,0.631271776841858,1475,2698,7,6.12249280951439
"Lifestyle",3.9,5.15329159449778,2.94443897916644,302,2215,23,10.8021233491716
"Entertainment",3.2,5.53338948872752,1.52605630349505,1197,2537,19,11.427509178783
"Lifestyle",4.3,2.484906649788,2.3887627892351,359,359,30,7.986504938554
"Lifestyle",4.2,6.13122648948314,3.49650756146648,28,878,16,10.4928285643705
"Lifestyle",3.6,2.39789527279837,2.89037175789616,684,685,21,8.55487425838393
"Productivity",3.4,3.36729582998647,2.56494935746154,263,288,14,8.56063574925907
"Lifestyle",4.5,7.78655180642871,1.58923520511658,355,2898,29,12.4180784012339
"Educational",4.4,2.39789527279837,0.78845736036427,1718,1718,16,8.42748727833174
"Lifestyle",4.2,2.63905732961526,1.66770682055808,949,950,40,6.75460409948796
"Educational",4.3,4.98360662170834,1.90210752639692,1854,2058,20,10.9393375194679
"Lifestyle",4.4,2.89037175789616,2.01490302054226,279,968,49,6.7696419768525
"Educational",4.1,2.70805020110221,2.39789527279837,658,1028,38,7.60090245954208
"Game",4.2,3.66356164612965,3.87120101090789,1393,1464,10,7.9973268229981
"Game",3.9,3.3322045101752,4.14313472639153,67,109,11,8.91112538371068
"Educational",3.3,5.08140436498446,1.56861591791385,28,2046,27,8.82497196556714
"Entertainment",3.9,9.7697275623566,2.94443897916644,9,1573,48,16.3338961479181
"Educational",5,3.09104245335832,2.77258872223978,454,465,30,6.09807428216624
"Entertainment",4.8,7.98002359231065,1.25276296849537,662,1634,17,13.0482883277856
"Entertainment",4.6,5.03043792139244,4.24849524204936,589,589,24,9.14441422186002
"SocialMedia",3.7,2.07944154167984,2.70805020110221,28,102,6,9.28070563463675
"Lifestyle",3.6,2.83321334405622,1.33500106673234,503,1211,10,7.87092959675514
"Lifestyle",4.8,3.49650756146648,1.45861502269952,418,680,34,8.28020423327997
"Entertainment",4.4,4.11087386417331,2.484906649788,1972,2113,22,9.52981176691737
"Productivity",4.1,4.44265125649032,1.56861591791385,701,723,11,10.1635029066262
"Lifestyle",3.2,2.19722457733622,2.484906649788,208,593,11,6.98007594056176
"Productivity",4.5,5.83773044716594,3.63758615972639,753,2654,28,10.2523117599301
"Educational",2.3,8.20849175174038,2.77258872223978,853,1220,48,12.0806284630883
"Game",4,5.05624580534831,2.99573227355399,1411,1457,13,10.4542643918043
"Entertainment",4.7,5.53733426701854,2.89037175789616,78,1055,44,11.0564301857493
"Entertainment",4,1.79175946922805,2.29253475714054,6,441,26,7.60240133566582
"Game",4.4,10.3880718650969,4.06044301054642,85,656,19,13.8792127920113
"Lifestyle",4.4,4.30406509320417,1.94591014905531,221,1456,44,8.99255742690407
"Lifestyle",3.9,5.6021188208797,3.13549421592915,537,1959,28,12.2586698394711
"Educational",4.1,2.83321334405622,1.75785791755237,406,426,45,7.56786260546388
"Entertainment",3,2.77258872223978,1.25276296849537,600,617,9,7.40671073017764
"Productivity",3.9,3.97029191355212,1.28093384546206,713,715,32,9.55563075704828
"Educational",4.7,6.34738920965601,3.17805383034795,183,1289,25,9.93012948348255
"Game",4.3,7.5595594960077,1.93152141160321,2414,3160,19,12.445738941397
"Educational",4,5.19295685089021,4.47733681447821,89,403,20,10.012476477548
"Lifestyle",3.8,8.22977775008189,3.49650756146648,467,1247,24,14.6592714563839
"Entertainment",5,2.07944154167984,2.18605127673809,464,465,17,5.4380793089232
"Game",4.1,4.17438726989564,1.56861591791385,1219,2018,8,10.2114868257508
"Educational",3.3,3.2188758248682,1.25276296849537,586,718,10,8.6438258423496
"Game",3.9,7.52240023138712,3.66356164612965,967,2057,30,11.9116747389297
"Educational",4.2,9.67388569116087,1.02961941718116,64,2959,25,14.506590603472
"Lifestyle",2.9,2.70805020110221,2.63905732961526,44,619,23,8.7417757069247
"Educational",4.3,3.95124371858143,3.36729582998647,527,527,21,9.70326675585434
"Entertainment",1.9,4.40671924726425,1.80828877117927,662,723,20,9.06207235530708
"Educational",3,1.79175946922805,3.29583686600433,518,691,49,5.8805329864007
"Entertainment",3.7,2.07944154167984,1.62924053973028,624,2464,8,7.90174751852014
"Educational",3.3,2.30258509299405,0.955511445027436,1732,1733,19,6.22257626807137
"Lifestyle",4.1,3.09104245335832,2.89037175789616,668,796,50,8.45041215772589
"Productivity",4.1,2.30258509299405,2.94443897916644,1393,1393,16,8.36287583103188
"Lifestyle",3.4,4.34380542185368,2.83321334405622,501,543,37,10.5818002441376
"Lifestyle",4.9,2.07944154167984,3.2188758248682,232,754,11,4.75359019110636
"Productivity",4.2,1.79175946922805,1.97408102602201,106,1137,14,10.6560350763775
"Lifestyle",4.7,3.52636052461616,3.63758615972639,1369,1629,30,7.09007683577609
"Educational",4.2,4.75359019110636,2.15176220325946,2306,3385,21,11.1370822639086
"Lifestyle",3.4,6.67456139181443,2.70805020110221,1054,1762,30,12.2273741489501
"Productivity",3.4,4.58496747867057,1.28093384546206,221,221,49,9.26851493602726
"Productivity",3.3,2.07944154167984,1.7404661748405,30,80,49,6.0330862217988
"Productivity",2.9,7.32184971378836,3.80666248977032,510,823,37,13.3745374360971
"Productivity",4.1,2.99573227355399,2.99573227355399,25,649,13,7.36454701425564
"Educational",3.4,7.01929665371504,4.58496747867057,17,2758,23,11.7887449543795
"Lifestyle",4.9,3.87120101090789,3.17805383034795,178,1817,40,7.57147364885127
"Lifestyle",3.6,5.12396397940326,2.99573227355399,326,2876,48,10.9575556501196
"Lifestyle",4.3,1.94591014905531,1.7227665977411,299,302,47,4.40671924726425
"Entertainment",3.9,6.95939851213398,2.30258509299405,303,962,11,11.7237777876668
"Educational",4.2,1.79175946922805,2.39789527279837,602,1762,28,8.19257047115217
"Game",3.2,3.98898404656427,2.56494935746154,2334,2337,30,8.91004576147356
"Educational",4.9,2.484906649788,3.2188758248682,76,1322,12,7.25347038268453
"Entertainment",4.2,11.5526268318218,3.8286413964891,21,1481,45,15.4182631735159
"Entertainment",4.6,1.79175946922805,2.484906649788,1358,1358,18,6.27476202124194
"Game",4,2.63905732961526,1.66770682055808,1055,2274,13,7.37838371299671
"Lifestyle",4.6,5.75574221358691,1.16315080980568,492,1966,24,9.45829360219897
"Entertainment",4.9,2.99573227355399,1.3609765531356,93,93,17,7.24064969425547
"Educational",4,2.63905732961526,2.70805020110221,38,1007,9,8.49084921607663
"Entertainment",4.9,3.63758615972639,2.83321334405622,336,2294,13,7.38523092306657
"Lifestyle",4.3,4.14313472639153,4.43081679884331,41,575,12,10.7156392446691
"Educational",2.9,2.39789527279837,1.94591014905531,560,845,45,8.49699048409872
"Game",4,2.484906649788,4.17438726989564,38,39,35,7.8984110928116
"Educational",3.2,4.30406509320417,2.77258872223978,71,525,4,9.16680636995245
"SocialMedia",4.5,2.484906649788,1.87180217690159,44,559,11,5.97380961186926
"Lifestyle",5,1.94591014905531,3.89182029811063,925,928,6,4.04305126783455
"Entertainment",3.3,6.9555926083963,3.66356164612965,168,402,35,12.1684746151149
"Educational",2.4,2.94443897916644,2.70805020110221,300,301,10,7.83676478326407
"Educational",3.5,3.17805383034795,1.38629436111989,1096,1104,39,8.70234407522035
"Lifestyle",3.6,3.36729582998647,4.45434729625351,21,1210,13,9.4785337678441
"Entertainment",4.6,7.77148876011762,1.52605630349505,675,1647,23,13.4957790107864
"Entertainment",4.7,2.77258872223978,3.68887945411394,1321,1368,14,8.72826416149618
"Productivity",4.5,2.39789527279837,1.97408102602201,28,28,36,6.31354804627709
"Lifestyle",3.4,6.45047042214418,3.52636052461616,320,1995,16,11.7701225564093
"Educational",3.1,2.63905732961526,1.09861228866811,1169,1182,49,8.63373100766419
"Educational",3.8,2.63905732961526,2.17475172148416,83,83,39,8.1789193328484
"Entertainment",4,1.94591014905531,1.90210752639692,734,986,22,8.1886891244442
"Lifestyle",4.8,4.55387689160054,2.63905732961526,30,342,46,8.53306654057253
"Lifestyle",4.2,6.31173480915291,4.36944785246702,444,1684,12,11.4598410938778
"Game",3.2,2.63905732961526,4.14313472639153,95,96,37,7.75705114203201
"Lifestyle",4,5.54126354515843,2.70805020110221,572,2423,12,12.0231048799883
"Lifestyle",4.3,3.63758615972639,2.33214389523559,184,571,44,8.95467362895641
"Lifestyle",4.7,3.13549421592915,3.25809653802148,378,410,17,8.24643378616036
"Educational",4.4,2.70805020110221,1.68639895357023,350,978,21,7.56837926783652
"Educational",4.5,7.61085279039525,3.58351893845611,1456,2869,24,12.0881333476655
"Entertainment",4.4,2.77258872223978,2.27212588550934,89,1179,17,9.3441717196097
"Productivity",4.7,6.02344759296103,1.70474809223843,71,78,49,10.4780763969719
"Productivity",4.4,6.00388706710654,1.43508452528932,72,217,21,10.1806267436114
"Educational",2.9,5.16478597392351,3.66356164612965,29,1577,43,10.0743689191875
"Entertainment",3.3,3.80666248977032,2.484906649788,34,1356,22,10.2071413944976
"Entertainment",4,3.13549421592915,2.2082744135228,751,1090,22,7.89095671613892
"Entertainment",4.5,3.36729582998647,3.43398720448515,512,560,25,7.8935720735049
"Lifestyle",4.7,1.94591014905531,1.3609765531356,543,543,21,7.05789793741186
"Lifestyle",4.3,4.17438726989564,1.77495235091167,496,496,36,9.30437701390256
"Productivity",2.1,3.25809653802148,2.89037175789616,569,751,16,7.63530388625941
"Lifestyle",3.7,3.76120011569356,3.17805383034795,174,1643,50,10.3706747192723
"Educational",4.5,2.89037175789616,1.28093384546206,1996,1997,9,7.38832785957711
"Educational",3.5,6.24222326545517,2.02814824729229,910,1939,14,11.4043263774619
"Lifestyle",4.8,2.30258509299405,1.43508452528932,364,365,32,6.82979373751242
"Entertainment",4.7,4.18965474202643,1.97408102602201,993,1375,7,8.8167050156216
"Educational",4.6,8.791638037086,3.3322045101752,68,2795,34,13.0632543564844
"Lifestyle",4.5,3.55534806148941,1.98787434815435,1427,1427,49,9.32963337816417
"Lifestyle",3,3.17805383034795,2.83321334405622,21,1937,18,8.61104776688786
"Lifestyle",5,3.36729582998647,2.10413415427021,178,191,30,7.01031186730723
"Lifestyle",4.3,3.13549421592915,4.29045944114839,58,1017,6,7.74240202181578
"SocialMedia",3.9,3.09104245335832,3.25809653802148,168,168,50,6.86693328446188
"Educational",3.3,4.0943445622221,1.30833281965018,704,1498,12,9.19836900019496
"Lifestyle",3.5,5.37989735354046,1.38629436111989,1180,1295,38,9.99442454752823
"Educational",2.7,1.94591014905531,1.84054963339749,433,1010,22,7.00488198971286
"Educational",3.5,4.77912349311153,1.3609765531356,526,1927,12,9.69239608224606
"Educational",3.5,1.94591014905531,2.15176220325946,1447,1810,16,7.14598446771439
"SocialMedia",3.9,3.13549421592915,4.07753744390572,443,443,4,9.1239106439778
"Productivity",4.5,7.63385355968177,1.3609765531356,65,1303,36,12.5230780556107
"SocialMedia",4.4,2.07944154167984,2.24070968927596,389,389,14,6.68586094706836
"SocialMedia",4.6,4.70953020131233,4.45434729625351,49,102,9,9.85639594500228
"Lifestyle",4.9,2.30258509299405,1.88706964903238,314,632,9,4.20469261939097
"Educational",4.9,5.23110861685459,3.09104245335832,145,379,17,8.31238059678675
"Educational",3.8,4.66343909411207,2.04122032885964,356,383,21,8.68811670325782
"Educational",4.8,1.94591014905531,2.83321334405622,1373,1373,23,8.39004140575575
"Lifestyle",4,3.43398720448515,2.39789527279837,501,595,50,9.60501412900613
"Educational",3.1,3.36729582998647,3.17805383034795,335,359,17,6.45362499889269
"Game",3.9,6.00881318544259,2.99573227355399,1252,1464,15,11.1664129934546
"Lifestyle",5,2.30258509299405,3.52636052461616,350,2044,30,5.2257466737132
"Productivity",5,2.07944154167984,1.43508452528932,330,162,27,5.14749447681345
"Game",2.5,2.484906649788,4.36944785246702,477,478,13,7.39817409297047
"Educational",4.7,5.4380793089232,1.75785791755237,227,1227,37,10.7048387023055
"Entertainment",3.7,2.30258509299405,3.63758615972639,358,1065,31,10.080000605922
"SocialMedia",3.8,3.04452243772342,1.85629799036563,782,782,10,9.07646606341985
"Entertainment",4,2.77258872223978,2.77258872223978,4,725,25,8.56826646160024
"Lifestyle",4.2,5.57215403217776,3.13549421592915,980,1293,25,10.3836580733425
"Entertainment",3.1,6.22455842927536,2.63905732961526,1349,1712,6,12.4908642947305
"Game",5,3.13549421592915,2.94443897916644,569,578,8,4.34380542185368
"Entertainment",2.8,3.71357206670431,1.1314021114911,381,381,11,10.1358286762044
"Game",3.6,3.46573590279973,2.56494935746154,1329,2672,29,8.05006542291597
"Productivity",4.5,4.58496747867057,4.49980967033027,32,311,42,11.2557337995164
"Lifestyle",4.1,2.19722457733622,2.27212588550934,320,321,17,6.38856140554563
"Educational",3.8,2.484906649788,1.58923520511658,323,363,11,8.83593778931984
"Educational",4.7,3.73766961828337,1.79175946922805,545,922,17,9.05275045140141
"Game",3.6,6.44571981938558,3.89182029811063,2200,2287,26,11.0664039598717
"Game",4,10.3491984892128,3.80666248977032,158,3157,31,15.2420575515486
"Lifestyle",3.4,2.19722457733622,2.3887627892351,1576,1576,22,7.61085279039525
"Lifestyle",4.5,3.46573590279973,2.04122032885964,711,784,12,7.42892719480227
"Entertainment",3.6,5.4510384535657,3.17805383034795,48,319,28,12.3135494203312
"Lifestyle",4.1,4.70048036579242,2.89037175789616,41,66,8,10.4662982313681
"Game",3.8,4.72738781871234,3.43398720448515,1208,1208,33,10.9632377304121
"Game",4,4.969813299576,1.62924053973028,1642,2482,5,8.86601739881026
"Entertainment",4.6,3.3322045101752,1.16315080980568,1369,1369,18,7.60589000105312
"Educational",5,2.07944154167984,2.484906649788,943,943,14,5.00394630594546
"Productivity",3.8,5.96870755998537,1.30833281965018,2145,2155,20,11.5473945222508
"Entertainment",4.9,4.24849524204936,3.46573590279973,323,367,44,8.8408696240914
"Entertainment",4.4,3.55534806148941,4.06044301054642,297,297,26,8.0381891799732
"Educational",4,4.0943445622221,1.97408102602201,101,651,44,10.3659944010115
"Lifestyle",4.4,7.58882987830781,3.85014760171006,202,1384,36,13.5814122215015
"Educational",2.8,1.79175946922805,4.29045944114839,1331,1499,13,7.29709100516042
"Entertainment",3.7,2.94443897916644,2.23001440015921,439,440,26,8.69717868841264
"Educational",4.4,1.79175946922805,2.484906649788,647,647,13,6.93731408122368
"Lifestyle",3.7,3.89182029811063,1.98787434815435,140,1567,20,9.75301343918129
"Educational",4.6,3.58351893845611,3.49650756146648,29,207,43,7.71020519443253
"Educational",4.4,2.83321334405622,5.30826769740121,4,1149,26,6.71780469502369
"Entertainment",4.4,2.30258509299405,2.02814824729229,68,2939,23,6.25382881157547
"Lifestyle",2.9,5.3890717298165,3.09104245335832,637,2351,5,10.8445294318728
"Game",3.8,2.39789527279837,4.07753744390572,1383,1397,21,4.99721227376411
"Productivity",5,1.79175946922805,1.16315080980568,1710,2482,5,5.35185813347607
"Entertainment",4.5,6.04737217904628,4.06044301054642,139,2888,10,10.6423009752792
"Educational",4.6,1.79175946922805,2.63905732961526,225,174,25,6.51767127291227
"Lifestyle",3,1.79175946922805,0.445967051417494,1317,3169,20,7.56992765524265
"Educational",4.5,2.19722457733622,3.25809653802148,175,1433,35,7.8935720735049
"Productivity",5,1.94591014905531,1.33500106673234,1366,1367,14,5.20948615284142
"Lifestyle",4.8,3.3322045101752,2.11625551480255,147,1104,46,7.56320059235807
"Educational",4.3,2.30258509299405,1.82454929205105,401,1084,15,7.63626960337937
"Entertainment",4.3,1.94591014905531,2.14006616349627,174,752,37,7.76599307940768
"Educational",4.5,1.94591014905531,3.49650756146648,818,818,32,7.17395831975679
"Game",4.6,2.39789527279837,1.75785791755237,261,261,37,7.59488438721652
"SocialMedia",4.5,4.34380542185368,3.36729582998647,424,496,24,7.74413662762799
"Educational",4.4,1.79175946922805,2.83321334405622,544,544,38,5.7268477475872
"Lifestyle",4.4,3.89182029811063,2.77258872223978,1524,1725,13,10.3071176446986
"Educational",3.1,5.50125821054473,2.23001440015921,468,1426,24,11.530942184757
"Lifestyle",4.7,3.58351893845611,3.73766961828337,1008,2413,6,7.46508273639955
"Educational",3.9,4.23410650459726,3.40119738166216,88,2393,15,8.99974278983049
"Entertainment",4.8,2.83321334405622,3.40119738166216,111,505,30,7.33302301438648
"Game",4.8,2.30258509299405,1.68639895357023,770,1591,19,4.39444915467244
"Game",3.8,5.13579843705026,2.24070968927596,427,512,8,10.0483668138542
"Game",4.2,1.79175946922805,2.04122032885964,565,565,12,6.11368217983223
"Lifestyle",5,1.79175946922805,1.66770682055808,1454,1454,29,7.45876269238096
"Game",4.2,4.27666611901606,4.48863636973214,116,124,18,7.29437729928882
"Productivity",3.6,2.70805020110221,2.11625551480255,9,213,30,10.5446306598493
"Game",2.9,4.21950770517611,4.06044301054642,273,560,27,8.64909826229618
"Educational",3.6,2.07944154167984,1.75785791755237,15,1891,14,7.70481192293259
"SocialMedia",4.1,3.46573590279973,4.36944785246702,235,1122,8,8.30498958014036
"Entertainment",1.7,1.94591014905531,2.29253475714054,229,229,48,7.79811262882979
"SocialMedia",5,2.70805020110221,2.70805020110221,438,438,4,5.06259503302697
"Productivity",3.7,5.06259503302697,1.50407739677627,309,639,13,10.4254904768922
"Educational",3.8,6.92951677076365,2.89037175789616,1584,2904,44,12.7148551836173
"Educational",4.3,2.77258872223978,1.28093384546206,1328,1347,36,6.31896811374643
"Productivity",2.1,3.29583686600433,3.17805383034795,85,550,25,7.09257371597468
"Educational",4.8,4.97673374242057,3.66356164612965,4,567,16,7.0833878476253
"Lifestyle",4.8,4.21950770517611,4.23410650459726,123,564,13,7.6246189861594
"Lifestyle",4.4,5.14749447681345,2.14006616349627,451,1369,47,11.0818963647308
"SocialMedia",4.2,5.5834963087817,2.37024374146786,546,1305,30,11.2188630815542
"Educational",3.1,2.07944154167984,1.79175946922805,968,968,49,7.72046169459972
"Educational",4.9,3.46573590279973,1.82454929205105,806,924,50,7.28619171470238
"Educational",4.1,4.15888308335967,3.78418963391826,510,1418,15,9.90113478695253
"Productivity",3.5,3.04452243772342,0.955511445027436,1627,1627,14,8.23137604557397
"Productivity",4.2,3.17805383034795,1.54756250871601,830,222,9,6.78219205600679
"Educational",4.3,1.94591014905531,1.68639895357023,224,475,19,7.00850518208228
"Entertainment",3.6,4.87519732320115,2.27212588550934,594,902,17,10.6883019216219
"Entertainment",4.7,2.30258509299405,1.33500106673234,227,1031,21,8.5569906612903
"Entertainment",4.3,2.07944154167984,1.70474809223843,974,1533,29,6.54965074223381
"Lifestyle",4.5,3.09104245335832,0.916290731874155,1748,1749,29,8.41715183723601
"Entertainment",4.9,2.77258872223978,1.96009478404727,696,696,22,7.45818615734049
"Educational",4.7,5.57594910314632,2.35137525716348,310,794,44,10.0301202034695
"Game",3.9,8.37839078853578,4.49980967033027,349,1484,10,12.0600000830113
"Educational",4.7,4.02535169073515,3.68887945411394,6,1192,23,7.58984151218266
"Lifestyle",4.3,2.99573227355399,2.484906649788,80,1555,28,8.26204284396694
"Productivity",4.2,1.79175946922805,3.25809653802148,406,1639,11,7.09920174355309
"Lifestyle",4.3,3.89182029811063,2.29253475714054,42,42,22,8.14786712992395
"Educational",4.6,4.12713438504509,1.16315080980568,162,1304,17,8.80612448326845
"Game",4.1,8.47365918939251,3.89182029811063,45,1873,16,14.1259071903887
"Educational",3.7,2.30258509299405,2.04122032885964,544,1022,32,6.70563909486
"Game",4.3,1.94591014905531,2.94443897916644,377,377,19,2.94443897916644
"Educational",5,3.09104245335832,2.89037175789616,874,874,25,5.85507192220243
"Lifestyle",3.7,7.11314210870709,2.77258872223978,28,2222,32,13.7790965423479
"Entertainment",5,1.94591014905531,1.09861228866811,402,402,13,2.94443897916644
"Game",3.6,6.0282785202307,4.11087386417331,148,844,24,12.5132190527696
"Entertainment",5,2.07944154167984,2.99573227355399,238,251,10,7.82644313545601
"Productivity",5,1.79175946922805,1.80828877117927,62,508,21,4.65396035015752
"Productivity",3.8,2.56494935746154,2.33214389523559,0,136,42,7.6231530684769
"Educational",5,2.19722457733622,3.55534806148941,1263,1264,7,5.92157841964382
"Entertainment",5,3.3322045101752,1.33500106673234,2079,2079,22,5.65248918026865
"Educational",4.4,2.89037175789616,1.87180217690159,268,828,50,7.66669020008009
"Educational",4.3,1.94591014905531,2.26176309847379,298,491,14,5.59098698051086
"Lifestyle",2.6,3.09104245335832,0.305276380852732,362,404,13,8.49331025095291
"Educational",2.2,5.75574221358691,1.79175946922805,365,365,35,11.0728999675108
"Entertainment",4.4,2.39789527279837,2.32238772029023,354,456,9,4.77912349311153
"Educational",2.8,3.04452243772342,3.68887945411394,286,730,13,7.22693601849329
"Productivity",4.4,3.80666248977032,2.484906649788,11,615,4,7.91498300584839
"Entertainment",5,2.99573227355399,1.64865862558738,1337,1356,12,6.32076829425058
"Lifestyle",4.6,3.29583686600433,3.13549421592915,151,448,8,6.62406522779989
"Educational",3.9,5.27811465923052,2.77258872223978,726,1815,28,10.8091823451969
"Productivity",4.9,2.07944154167984,1.33500106673234,103,1301,13,7.11476944836646
"Productivity",4.6,4.62497281328427,3.98898404656427,5,820,9,9.44375103564617
"Educational",3.3,4.83628190695148,1.56861591791385,869,1335,28,9.26444969762322
"Lifestyle",4.6,8.86432272251144,3.68887945411394,0,1291,11,12.8157675624812
"Game",4.2,2.99573227355399,2.39789527279837,911,2301,25,8.30671904320269
"Lifestyle",4.6,2.30258509299405,3.2188758248682,407,1097,9,7.42952084278646
"Entertainment",4.9,5.71042701737487,3.98898404656427,77,321,50,9.63312135784958
"Entertainment",4.8,3.49650756146648,2.14006616349627,428,429,21,5.85793315448346
"Entertainment",4.8,3.87120101090789,2.70805020110221,183,236,38,6.55819780281227
"Lifestyle",3.4,1.79175946922805,2.70805020110221,2746,2746,30,6.39859493453521
"Entertainment",4.2,2.30258509299405,2.3887627892351,366,725,47,8.48177324618498
"Game",3.5,4.96284463025991,3.13549421592915,2075,2075,26,9.60332795857324
"Lifestyle",4,2.70805020110221,2.83321334405622,1686,2076,16,7.47533923656674
"Lifestyle",3.5,4.91998092582813,4.07753744390572,48,1135,12,9.99405925072051
"Game",4,3.25809653802148,4.55387689160054,33,1203,11,9.2983512492989
"Educational",4.3,6.90173720665657,2.39789527279837,179,761,37,10.8177562414586
"Entertainment",4.4,4.47733681447821,3.68887945411394,110,558,49,9.23131877836138
"Productivity",3.9,2.19722457733622,1.62924053973028,655,669,40,6.67582322163485
"Educational",3.7,4.40671924726425,2.484906649788,750,1886,15,10.1939158506559
"Entertainment",3.8,4.63472898822964,3.73766961828337,46,486,50,11.174006236906
"Entertainment",4.3,5.71042701737487,1.98787434815435,130,1515,22,10.2718736524029
"Educational",3.6,3.58351893845611,3.52636052461616,323,3183,24,8.85223583522786
"Lifestyle",4.2,4.77912349311153,1.43508452528932,860,3629,33,10.3099854604562
"Educational",4.3,4.46590811865458,3.73766961828337,14,1477,29,10.3695459094196
"Game",4.8,1.94591014905531,2.99573227355399,257,257,10,5.23644196282995
"Lifestyle",4.2,3.98898404656427,1.3609765531356,395,395,7,9.00699944795815
"Lifestyle",3.6,2.56494935746154,2.23001440015921,69,500,19,8.71045468824853
"Game",5,3.87120101090789,2.06686275947298,185,185,27,4.91265488573605
"Educational",3,2.89037175789616,1.7227665977411,996,1486,26,9.01091334727929
"Educational",5,2.484906649788,3.97029191355212,11,1560,23,6.79570577517351
"Lifestyle",4.7,9.45790332783114,3.29583686600433,4,1933,34,13.6182040860396
"Game",4.7,4.78749174278205,3.52636052461616,686,1248,21,7.93164402145431
"Entertainment",3.8,3.09104245335832,3.3322045101752,1069,1078,16,6.56807791141198
"Entertainment",4.2,2.484906649788,1.75785791755237,259,1353,33,7.0475172213573
"Lifestyle",4.3,2.30258509299405,1.75785791755237,135,1533,21,6.25958146406492
"Lifestyle",4.6,4.89034912822175,2.99573227355399,619,1331,17,10.9564048819421
"Entertainment",3.1,4.85203026391962,1.64865862558738,167,426,40,11.5662861208925
"Entertainment",4.2,1.79175946922805,1.77495235091167,100,325,6,3.98898404656427
"Lifestyle",3.7,7.23417717974985,2.39789527279837,956,1665,15,13.0246204408455
"Entertainment",4.1,5.66296048013595,4.06044301054642,561,561,34,11.6960133946921
"Game",3.4,5.74300318780948,4.46590811865458,246,305,14,10.9577298934683
"Lifestyle",3.9,2.77258872223978,2.56494935746154,295,1533,26,7.86787149039632
"Entertainment",4.6,9.48349239264364,2.77258872223978,74,1900,33,13.6326556589687
"Educational",4.3,2.89037175789616,2.56494935746154,541,2042,30,6.94312242281943
"Entertainment",3.7,2.07944154167984,1.54756250871601,154,534,33,6.75460409948796
"Educational",5,1.94591014905531,1.30833281965018,1572,1686,29,8.08948247436075
"Game",4.9,4.06044301054642,2.70805020110221,19,33,21,9.4240798432151
"Lifestyle",4.3,7.44424864949671,1.94591014905531,753,1562,9,12.4719384647011
"Lifestyle",3.4,2.30258509299405,1.1314021114911,1702,2115,30,9.13043098874788
"Lifestyle",5,3.3322045101752,3.29583686600433,892,1270,45,6.06842558824411
"Lifestyle",4.6,4.89034912822175,1.94591014905531,682,1784,15,9.7838590650806
"Educational",3.8,2.63905732961526,1.3609765531356,4,2206,35,8.34355383500512
"Lifestyle",4.2,1.79175946922805,3.73766961828337,926,1583,19,8.41049845274527
"Entertainment",2.2,4.63472898822964,1.98787434815435,173,293,29,10.1647358098839
"Educational",2.1,5.16478597392351,3.95124371858143,146,3575,6,11.1599436928691
"Lifestyle",3.9,2.07944154167984,2.39789527279837,340,966,8,6.93147180559945
"Lifestyle",4.1,6.14846829591765,2.34180580614733,509,2008,21,10.4335568238688
"Educational",4.4,2.89037175789616,1.70474809223843,92,1701,27,8.37655086161377
